Exercise,Category,Type,Goal,Sets/Duration,Reps
UN Band Assisted Pull-up Pronated,Lats,home,general fitness,3,12
UN Band Assisted Pull-up Neutral,Lats,home,general fitness,3,12
UN Band Assisted Pull-up Supinated,Lats,home,general fitness,3,12
FYR2 Monster Band Face-Pull Hold,Lats,home,general fitness,3,12
Single-arm band low row,Lats,home,general fitness,3,12
Latissimus dorsi SMR,Lats,gym,general fitness,3,12
Bent-arm barbell pull-over,Lats,gym,general fitness,3,12
Barbell pull-over to press,Lats,gym,general fitness,3,12
Single-arm barbell bent-over row,Lats,gym,general fitness,3,12
Reverse Barbell Row,Lats,gym,general fitness,3,12
Side kick-through to kettlebell high pull,Lats,gym,general fitness,3,12
FYR2 Alternating Kettlebell Snatch,Lats,gym,general fitness,3,12
FYR2 Alternating Kettlebell Swing,Lats,gym,general fitness,3,12
FYR2 American Kettlebell Swing,Lats,gym,general fitness,3,12
FYR2 Double-Kettlebell Standing Clean,Lats,gym,general fitness,3,12
FYR2 Kettlebell Swing High Pull,Lats,gym,general fitness,3,12
FYR2 Kettlebell Swing-Clean-Press Combo,Lats,gym,general fitness,3,12
FYR2 Kettlebell Swing-Clean-Press-Row Combo,Lats,gym,general fitness,3,12
FYR2 Single-Arm Kettlebell Clean,Lats,gym,general fitness,3,12
FYR2 Single-Arm Kettlebell Swing,Lats,gym,general fitness,3,12
PJR pull-over-,Lats,home,general fitness,3,12
Dumbbell seal row,Lats,home,general fitness,3,12
Incline Dumbbell Row - Gethin Variation,Lats,home,general fitness,3,12
FYR Bent-Over Dumbbell Row,Lats,home,general fitness,3,12
Straight-Arm Dumbbell Pull-Over - Gethin Variation,Lats,home,general fitness,3,12
Bent-Over Dumbbell Row - Gethin Variation,Lats,home,general fitness,3,12
Bent-over dumbbell rear delt fly,Lats,home,general fitness,3,12
Band Resisted Dumbbell Row,Lats,home,general fitness,3,12
Holman Right Arm Weighted Half Jack,Lats,home,general fitness,3,12
Holman Left Arm Weighted Half Jack,Lats,home,general fitness,3,12
Holman Renegade Row,Lats,home,general fitness,3,12
Holman Renegade Row with Opposite Foot Step-Out,Lats,home,general fitness,3,12
Holman Renegade Row to Weighted Burpee,Lats,home,general fitness,3,12
Holman Weighted Double-Arm Cross Punch,Lats,home,general fitness,3,12
Holman Standing Flat Back Row,Lats,home,general fitness,3,12
Total Fitness Dumbbell Isometric Row Hold,Lats,home,general fitness,3,12
Dumbbell renegade row,Lats,home,general fitness,3,12
MetaBurn Bent-Over Row to Rear-Delt Raise,Lats,home,general fitness,3,12
FYR2 Bent-Over Reverse Fly,Lats,home,general fitness,3,12
Weighted pull-up,Lats,gym,general fitness,3,12
Rocky Pull-Ups/Pulldowns,Lats,gym,general fitness,3,12
Gironda Sternum Chins,Lats,gym,general fitness,3,12
Floor rope climb,Lats,gym,general fitness,3,12
Overhead Lat,Lats,gym,general fitness,3,12
Around-the-world pull-up,Lats,gym,general fitness,3,12
L-sit chin-up,Lats,gym,general fitness,3,12
Back Flyes - Gethin Variation,Lats,gym,general fitness,3,12
Incline straight-arm pull-over,Lats,gym,general fitness,3,12
Machine high row,Lats,gym,general fitness,3,12
AM T-Bar Row,Lats,gym,general fitness,3,12
Assisted Single-Arm Pull-Up,Lats,gym,general fitness,3,12
Assisted Single-Arm Chin-Up,Lats,gym,general fitness,3,12
Holman Renegade Punch-Under,Lats,gym,general fitness,3,12
Holman Renegade Row to Split Jump,Lats,gym,general fitness,3,12
Holman Dirty Dog to Renegade Row,Lats,gym,general fitness,3,12
Holman Renegade Row to Side Punch to Forward Punch,Lats,gym,general fitness,3,12
Standing dumbbell knee crunch,Lats,gym,general fitness,3,12
Close-grip pull-down,Lats,gym,general fitness,3,12
Shotgun row,Lats,gym,general fitness,3,12
Close-Grip Front Lat Pulldown,Lats,gym,general fitness,3,12
Straight-arm rope pull-down,Lats,gym,general fitness,3,12
Lat pull-down,Lats,gym,general fitness,3,12
Straight-Arm Pulldown,Lats,gym,general fitness,3,12
Single-arm kneeling lat pull-down,Lats,gym,general fitness,3,12
Elevated Cable Rows,Lats,gym,general fitness,3,12
Full Range-Of-Motion Lat Pulldown,Lats,gym,general fitness,3,12
Kneeling lat pull-down,Lats,gym,general fitness,3,12
Behind-the-neck pull-down,Lats,gym,general fitness,3,12
Straight-arm cable pull-over,Lats,gym,general fitness,3,12
Cable Straight-Arm Pulldown - Gethin Variation,Lats,gym,general fitness,3,12
Rope Lat Pull-down - Gethin Variation,Lats,gym,general fitness,3,12
Straight-Arm Pull-Down - Gethin Variation,Lats,gym,general fitness,3,12
High-cable standing row,Lats,gym,general fitness,3,12
Lat Pull-down - Gethin Variation,Lats,gym,general fitness,3,12
Wide-Grip Lat Pull-Down - Gethin Variation,Lats,gym,general fitness,3,12
Behind-The-Neck Pull-Down - Gethin Variation,Lats,gym,general fitness,3,12
Single-Arm Cable Row - Gethin Variation,Lats,gym,general fitness,3,12
Scapular Rows,Lats,gym,general fitness,3,12
Standing V-Grip Cable Rows,Lats,gym,general fitness,3,12
AM Close-Grip Pull-Down,Lats,gym,general fitness,3,12
AM Wide-Grip Pull-Down,Lats,gym,general fitness,3,12
UP Lat Pull-Down,Lats,gym,general fitness,3,12
Reverse-grip lat pull-down,Lats,gym,general fitness,3,12
Machine seated row,Lats,gym,general fitness,3,12
Machine-assisted pull-up,Lats,gym,general fitness,3,12
Single-arm pull-down,Lats,gym,general fitness,3,12
Chest-Supported Smith Machine Row - Gethin Variation,Lats,gym,general fitness,3,12
Single-arm machine high row,Lats,gym,general fitness,3,12
Machine Pull-Over - Gethin Variation,Lats,gym,general fitness,3,12
Seated Machine Row - Gethin Variation,Lats,gym,general fitness,3,12
Wide-Grip Machine Row,Lats,gym,general fitness,3,12
King Maker Lat Pull-Down,Lats,gym,general fitness,3,12
Robertson Half-Kneeling Landmine Press,Lats,gym,general fitness,3,12
Pullups,Lats,gym,general fitness,3,12
Pull-up,Lats,gym,general fitness,3,12
Muscle Up,Lats,gym,general fitness,3,12
Rope climb,Lats,gym,general fitness,3,12
Wide-Grip Rear Pull-Up,Lats,gym,general fitness,3,12
Side To Side Chins,Lats,gym,general fitness,3,12
Neutral-grip pull-up,Lats,gym,general fitness,3,12
Kipping Muscle Up,Lats,gym,general fitness,3,12
One Arm Against Wall,Lats,gym,general fitness,3,12
One Handed Hang,Lats,gym,general fitness,3,12
Standing side bend stretch,Lats,gym,general fitness,3,12
Burpee to pull-up,Lats,gym,general fitness,3,12
Negative pull-up,Lats,gym,general fitness,3,12
Chin-Up,Lats,gym,general fitness,3,12
HM Superman Lat Pull,Lats,gym,general fitness,3,12
AM Pull-Up,Lats,gym,general fitness,3,12
UP Chin-Up,Lats,gym,general fitness,3,12
Holman Alternating Forward and Side Punch,Lats,gym,general fitness,3,12
Jump to pull-up,Lats,gym,general fitness,3,12
Bent-over scapular slide,Lats,gym,general fitness,3,12
Iron cross stretch,Lats,gym,general fitness,3,12
Total Fitness Standing Lat Stretch,Lats,gym,general fitness,3,12
King Maker Pull-Up,Lats,gym,general fitness,3,12
Medicine ball slam,Lats,gym,general fitness,3,12
Catch and Overhead Throw,Lats,gym,general fitness,3,12
FYR2 Bent-Over Medicine Ball Slam,Lats,gym,general fitness,3,12
Dynamic Back Stretch,Lats,gym,general fitness,3,12
Chair Lower Back Stretch,Lats,gym,general fitness,3,12
Side-Lying Floor Stretch,Lats,gym,general fitness,3,12
Band good morning-,Lower Back,home,general fitness,3,12
FYR2 Monster Banded Good Morning,Lower Back,home,general fitness,3,12
Band deadlift,Lower Back,home,general fitness,3,12
Lower back SMR,Lower Back,gym,general fitness,3,12
Barbell deficit deadlift,Lower Back,gym,general fitness,3,12
Deadlift with Bands,Lower Back,gym,general fitness,3,12
Deadlift with Chains,Lower Back,gym,general fitness,3,12
Rack Pull with Bands,Lower Back,gym,general fitness,3,12
Rack pull,Lower Back,gym,general fitness,3,12
Seated Good Mornings,Lower Back,gym,general fitness,3,12
Stiff Leg Barbell Good Morning,Lower Back,gym,general fitness,3,12
Reverse Band Deadlift,Lower Back,gym,general fitness,3,12
Paul Carter Romanian Deadlift,Lower Back,gym,general fitness,3,12
TBS Good Morning,Lower Back,gym,general fitness,3,12
TBS Romanian Deadlift,Lower Back,gym,general fitness,3,12
Barbell deadlift-,Lower Back,gym,general fitness,3,12
Deadlift - Gethin Variation,Lower Back,gym,general fitness,3,12
Barbell good morning,Lower Back,gym,general fitness,3,12
UP Conventional Deadlift,Lower Back,gym,general fitness,3,12
30 Day Back Barbell Rack Pull,Lower Back,gym,general fitness,3,12
FYR Sumo Deadlift High Pull,Lower Back,gym,general fitness,3,12
Kettlebell deadlift,Lower Back,gym,general fitness,3,12
HM Kettlebell Swing,Lower Back,gym,general fitness,3,12
KV Romanian Deadlift with Kettlebell,Lower Back,gym,general fitness,3,12
FYR2 Kettlebell Good Morning,Lower Back,gym,general fitness,3,12
FYR2 Kettlebell Romanian Deadlift,Lower Back,gym,general fitness,3,12
FYR2 Kettlebell Staggered-Stance Deadlift,Lower Back,gym,general fitness,3,12
Dumbbell Fix Dumbbell Deadlift,Lower Back,home,general fitness,3,12
Dumbbell skier,Lower Back,home,general fitness,3,12
TBS Dumbbell Romanian Deadlift,Lower Back,home,general fitness,3,12
Stiff-Legged Dumbbell Deadlift - Gethin Variation,Lower Back,home,general fitness,3,12
UNS Dumbbell Romanian Deadlift,Lower Back,home,general fitness,3,12
Holman Slow Deadlift,Lower Back,home,general fitness,3,12
Holman Deadlift to Overhead Press,Lower Back,home,general fitness,3,12
Holman Staggered-Stance Deadlift,Lower Back,home,general fitness,3,12
Holman Deadlift to Front Raise,Lower Back,home,general fitness,3,12
Holman Deadlift to Chest Press,Lower Back,home,general fitness,3,12
Holman Deadlift to Squat Thrust,Lower Back,home,general fitness,3,12
Holman Deadlift to Biceps Curl,Lower Back,home,general fitness,3,12
Dumbbell kickstand deadlift,Lower Back,home,general fitness,3,12
Single-leg stiff-legged deadlift to row,Lower Back,home,general fitness,3,12
FYR2 Dumbbell Deadlift,Lower Back,home,general fitness,3,12
FYR2 Dumbbell Deadlift to Dumbbell Upright Row,Lower Back,home,general fitness,3,12
Atlas Stones,Lower Back,gym,general fitness,3,12
Axle Deadlift,Lower Back,gym,general fitness,3,12
Atlas Stone Trainer,Lower Back,gym,general fitness,3,12
Partner Flat-Bench Back Extension,Lower Back,gym,general fitness,3,12
Keg Load,Lower Back,gym,general fitness,3,12
Partner bench back extension,Lower Back,gym,general fitness,3,12
Rack Pull - Gethin Variation,Lower Back,gym,general fitness,3,12
Hex Bar Deadlift - Gethin Variation,Lower Back,gym,general fitness,3,12
Holman Deadlift,Lower Back,gym,general fitness,3,12
ACFT Low-handle trap bar deadlift,Lower Back,gym,general fitness,3,12
Neutral-grip lat pull-down,Lower Back,gym,general fitness,3,12
Seated cable deadlift,Lower Back,gym,general fitness,3,12
Cable stiff-legged deadlift,Lower Back,gym,general fitness,3,12
Single-leg cable stiff-legged deadlift,Lower Back,gym,general fitness,3,12
UNS Banded Dumbbell Romanian Deadlift,Lower Back,gym,general fitness,3,12
Seated Back Extension,Lower Back,gym,general fitness,3,12
Back extension,Lower Back,gym,general fitness,3,12
Hyperextensions With No Hyperextension Bench,Lower Back,gym,general fitness,3,12
Superman,Lower Back,gym,general fitness,3,12
Hug A Ball,Lower Back,gym,general fitness,3,12
Child's pose,Lower Back,gym,general fitness,3,12
Pelvic Tilt Into Bridge,Lower Back,gym,general fitness,3,12
Hug Knees To Chest,Lower Back,gym,general fitness,3,12
Pyramid,Lower Back,gym,general fitness,3,12
Partner Superman with alternating high-five,Lower Back,gym,general fitness,3,12
Yoga plex,Lower Back,gym,general fitness,3,12
TBS Back Extension,Lower Back,gym,general fitness,3,12
Lower Back Stretch - Yates Variation,Lower Back,gym,general fitness,3,12
Hyperextension - Gethin Variation,Lower Back,gym,general fitness,3,12
Back Extension - Gethin Variation,Lower Back,gym,general fitness,3,12
HM Banana Stretch,Lower Back,gym,general fitness,3,12
HM T-Spine Stretch on Wall,Lower Back,gym,general fitness,3,12
HM Child's Pose,Lower Back,gym,general fitness,3,12
HM Cobra,Lower Back,gym,general fitness,3,12
HM Cobra With Arm Retraction,Lower Back,gym,general fitness,3,12
HM Dive-Bomber,Lower Back,gym,general fitness,3,12
HM Downward-Facing Dog Pose,Lower Back,gym,general fitness,3,12
HM Downward Dog To Left Leg Extension To Warrior Pose,Lower Back,gym,general fitness,3,12
HM Downward Dog To Right Leg Extension To Warrior Pose,Lower Back,gym,general fitness,3,12
HM Spine Twist,Lower Back,gym,general fitness,3,12
HM Good Morning,Lower Back,gym,general fitness,3,12
HM Rag Doll,Lower Back,gym,general fitness,3,12
HM Upward-Facing Dog Pose,Lower Back,gym,general fitness,3,12
Superman-,Lower Back,gym,general fitness,3,12
Weighted back extension,Lower Back,gym,general fitness,3,12
MetaBurn Alternating Superman,Lower Back,gym,general fitness,3,12
MetaBurn Swimmer,Lower Back,gym,general fitness,3,12
Dancer's Stretch,Lower Back,gym,general fitness,3,12
Cat Stretch,Lower Back,gym,general fitness,3,12
Crossover Reverse Lunge,Lower Back,gym,general fitness,3,12
Standing Pelvic Tilt,Lower Back,gym,general fitness,3,12
Exercise ball weighted hyperextension,Lower Back,gym,general fitness,3,12
Exercise ball rear delt fly,Lower Back,gym,general fitness,3,12
Lying rear delt Y,Lower Back,gym,general fitness,3,12
Partner Facing Feet-Elevated Side Plank With Band Row,Middle Back,home,general fitness,3,12
Partner side plank band row,Middle Back,home,general fitness,3,12
Band-assisted chin-up,Middle Back,home,general fitness,3,12
30 Back Band-Assisted Pull-Up,Middle Back,home,general fitness,3,12
30 Back Reverse-Grip Band-Assisted Pull-Up,Middle Back,home,general fitness,3,12
Band bent-over row,Middle Back,home,general fitness,3,12
Heavy band bent-over row,Middle Back,home,general fitness,3,12
Reverse-grip bent-over row,Middle Back,gym,general fitness,3,12
One-Arm Long Bar Row,Middle Back,gym,general fitness,3,12
Bent Over Barbell Row,Middle Back,gym,general fitness,3,12
Yates Row Reverse Grip,Middle Back,gym,general fitness,3,12
Pendlay Row,Middle Back,gym,general fitness,3,12
Straight Bar Bench Mid Rows,Middle Back,gym,general fitness,3,12
Barbell seal row,Middle Back,gym,general fitness,3,12
Yates Row,Middle Back,gym,general fitness,3,12
Plate Row,Middle Back,gym,general fitness,3,12
Barbell Deadlift Bent Row Complex,Middle Back,gym,general fitness,3,12
Single-Arm Landmine Row,Middle Back,gym,general fitness,3,12
TBS T-Bar Row,Middle Back,gym,general fitness,3,12
TBS Deficit Deadlift,Middle Back,gym,general fitness,3,12
Bent-Over Barbell Row - Gethin Variation,Middle Back,gym,general fitness,3,12
Barbell bent-over row,Middle Back,gym,general fitness,3,12
UN Barbell Rack Pull,Middle Back,gym,general fitness,3,12
UN Barbell Scrape The Rack,Middle Back,gym,general fitness,3,12
Barbell deadlift bent-over row complex,Middle Back,gym,general fitness,3,12
30 Back Barbell Deadlift,Middle Back,gym,general fitness,3,12
30 Back Bent-Over Barbell Row,Middle Back,gym,general fitness,3,12
30 Back T-Bar Row,Middle Back,gym,general fitness,3,12
30 Back Underhand Bent-Over Barbell Row,Middle Back,gym,general fitness,3,12
Kettlebell alternating renegade row,Middle Back,gym,general fitness,3,12
Alternating Kettlebell Row,Middle Back,gym,general fitness,3,12
Two-Arm Kettlebell Row,Middle Back,gym,general fitness,3,12
Kettlebell bent-over row to clean,Middle Back,gym,general fitness,3,12
UP Deficit Kettlebell Stiff-Legged Deadlift,Middle Back,gym,general fitness,3,12
FYR2 Dagger-Grip Double-Kettlebell Gorilla Row,Middle Back,gym,general fitness,3,12
FYR2 Double-Kettlebell Swing Clean,Middle Back,gym,general fitness,3,12
Single-arm kettlebell row-,Middle Back,gym,general fitness,3,12
FYR2 Ascending-Rep Swing-Squat Complex,Middle Back,gym,general fitness,3,12
One-Arm Dumbbell Row,Middle Back,home,general fitness,3,12
Incline dumbbell row,Middle Back,home,general fitness,3,12
Bent Over Two-Dumbbell Row With Palms In,Middle Back,home,general fitness,3,12
Man-maker,Middle Back,home,general fitness,3,12
Dumbbell bent-over row,Middle Back,home,general fitness,3,12
Middle Back Shrug,Middle Back,home,general fitness,3,12
Dumbbell pull-over to skullcrusher,Middle Back,home,general fitness,3,12
Dumbbell Fix Single-Arm Dumbbell Row,Middle Back,home,general fitness,3,12
Dumbbell Fix Bent-Over Dumbbell Row,Middle Back,home,general fitness,3,12
Dumbbell Seal Row - Gethin Variation,Middle Back,home,general fitness,3,12
Decline dumbbell chest fly,Middle Back,home,general fitness,3,12
TBS Bent-Over Dumbbell Row,Middle Back,home,general fitness,3,12
HM Alternating Bent-Over Quick Row,Middle Back,home,general fitness,3,12
HM Bent-Over Dumbbell Row,Middle Back,home,general fitness,3,12
AM Single Arm Row,Middle Back,home,general fitness,3,12
Dumbbell stiff-legged deadlift,Middle Back,home,general fitness,3,12
Single-arm bench dumbbell row,Middle Back,home,general fitness,3,12
UN Bent-Over Dumbbell Row,Middle Back,home,general fitness,3,12
UN Dumbbell RDL,Middle Back,home,general fitness,3,12
UN Chest Supported Row,Middle Back,home,general fitness,3,12
MetaBurn Bent-Over Renegade Row,Middle Back,home,general fitness,3,12
30 Back Bent-Over Dumbbell Row,Middle Back,home,general fitness,3,12
30 Back Dumbbell Pull-Over,Middle Back,home,general fitness,3,12
30 Back Incline Dumbbell Row,Middle Back,home,general fitness,3,12
30 Back Single-Arm Dumbbell Row,Middle Back,home,general fitness,3,12
30 Back Single-Arm Dumbbell Swing Row,Middle Back,home,general fitness,3,12
T-Bar Row with Handle,Middle Back,gym,general fitness,3,12
T-Bar Row,Middle Back,gym,general fitness,3,12
Alternating sit-through with crunch,Middle Back,gym,general fitness,3,12
Seated Cable Rows,Middle Back,gym,general fitness,3,12
Upside-down pull-up,Middle Back,gym,general fitness,3,12
Smith machine inverted row,Middle Back,gym,general fitness,3,12
Lying T-Bar Row,Middle Back,gym,general fitness,3,12
Suspended row,Middle Back,gym,general fitness,3,12
Inverted Row with Straps,Middle Back,gym,general fitness,3,12
One Arm Chin-Up,Middle Back,gym,general fitness,3,12
Sled Row,Middle Back,gym,general fitness,3,12
Paul Carter T-Bar Row,Middle Back,gym,general fitness,3,12
Single-Arm Bent-Over Rear Delt Raise - Gethin Variation,Middle Back,gym,general fitness,3,12
30 Back Plate Hyperextension,Middle Back,gym,general fitness,3,12
Seated Cable Rows,Middle Back,gym,general fitness,3,12
Single-arm cable seated row,Middle Back,gym,general fitness,3,12
Paul Carter Lat Pull-Down,Middle Back,gym,general fitness,3,12
TBS Lat Pull-Down,Middle Back,gym,general fitness,3,12
One-Arm Cable Read Delt Fly - Gethin Variation,Middle Back,gym,general fitness,3,12
UP Seated Cable Row,Middle Back,gym,general fitness,3,12
UP Cable Straight-Arm Pull-Down,Middle Back,gym,general fitness,3,12
UN Cable Pull-Through,Middle Back,gym,general fitness,3,12
30 Back Close-Grip Seated Cable Row,Middle Back,gym,general fitness,3,12
30 Back Incline Face-Up Cable Pull-Down,Middle Back,gym,general fitness,3,12
30 Back Kneeling High Cable Pull-Down,Middle Back,gym,general fitness,3,12
30 Back Leaning V-Bar Pull-Down,Middle Back,gym,general fitness,3,12
30 Back Reverse-Grip Pull-Down,Middle Back,gym,general fitness,3,12
30 Back Standing Low Cable Bar Row,Middle Back,gym,general fitness,3,12
30 Back Standing Low Cable Rope Row,Middle Back,gym,general fitness,3,12
30 Back Straight-Arm Bar Pull-Down,Middle Back,gym,general fitness,3,12
30 Back Straight-Arm Rope Pull-Down,Middle Back,gym,general fitness,3,12
30 Back Wide-Grip Behind-The-Head Pull-Down,Middle Back,gym,general fitness,3,12
30 Back Wide-Grip Pull-Down,Middle Back,gym,general fitness,3,12
30 back Wide-Grip Seated Cable Row,Middle Back,gym,general fitness,3,12
Rower,Middle Back,gym,general fitness,3,12
Seated Cable Rows,Middle Back,gym,general fitness,3,12
Smith machine bent-over row,Middle Back,gym,general fitness,3,12
Leverage High Row,Middle Back,gym,general fitness,3,12
Machine Low Row,Middle Back,gym,general fitness,3,12
Standing lat pull-down,Middle Back,gym,general fitness,3,12
30 Back Machine Seated Row,Middle Back,gym,general fitness,3,12
30 Back Smith Machine Push-Up,Middle Back,gym,general fitness,3,12
Mixed Grip Chin,Middle Back,gym,general fitness,3,12
Rhomboids SMR,Middle Back,gym,general fitness,3,12
Spinal Stretch,Middle Back,gym,general fitness,3,12
Upper Back Stretch,Middle Back,gym,general fitness,3,12
Middle Back Stretch,Middle Back,gym,general fitness,3,12
TBS Pull-Up,Middle Back,gym,general fitness,3,12
HM Angel Stretch,Middle Back,gym,general fitness,3,12
UNS Foam Roll Upper Back,Middle Back,gym,general fitness,3,12
30 Back Neutral-Grip Pull-Down,Middle Back,gym,general fitness,3,12
30 Back Pull-Up,Middle Back,gym,general fitness,3,12
30 Back Reverse-Grip Pull-Up,Middle Back,gym,general fitness,3,12
ACFT Medicine ball overhead power throw,Middle Back,gym,general fitness,3,12
Upright Row - With Bands,Traps,home,general fitness,3,12
Band seated row,Traps,home,general fitness,3,12
Barbell shrug,Traps,gym,general fitness,3,12
Barbell behind-the-back shrug,Traps,gym,general fitness,3,12
Clean Shrug,Traps,gym,general fitness,3,12
Snatch Shrug,Traps,gym,general fitness,3,12
Single-arm inverted row,Traps,gym,general fitness,3,12
Kettlebell sumo deadlift high pull,Traps,gym,general fitness,3,12
Standing dumbbell shrug,Traps,home,general fitness,3,12
Standing dumbbell upright row,Traps,home,general fitness,3,12
Dumbbell pull-over,Traps,home,general fitness,3,12
Standing Dumbbell Shrug - Gethin Variation,Traps,home,general fitness,3,12
Single-arm dumbbell row,Traps,home,general fitness,3,12
Lying Face Down Plate Neck Resistance,Neck,gym,general fitness,3,12
Lying Face Up Plate Neck Resistance,Neck,gym,general fitness,3,12
Seated Head Harness Neck Resistance,Neck,gym,general fitness,3,12
Cable straight-bar upright row,Traps,gym,general fitness,3,12
Cable shrug,Traps,gym,general fitness,3,12
Smith machine shrug,Traps,gym,general fitness,3,12
Leverage Shrug,Traps,gym,general fitness,3,12
Calf-Machine Shoulder Shrug,Traps,gym,general fitness,3,12
Smith machine behind-the-back shrug,Traps,gym,general fitness,3,12
Smith machine upright row,Traps,gym,general fitness,3,12
Machine low row-,Traps,gym,general fitness,3,12
Machine Shrug - Gethin Variation,Traps,gym,general fitness,3,12
Smith machine single-arm shrug,Traps,gym,general fitness,3,12
Isometric Neck Exercise - Sides,Neck,gym,general fitness,3,12
Isometric Neck Exercise - Front And Back,Neck,gym,general fitness,3,12
Neck Bridge Prone,Neck,gym,general fitness,3,12
Side Neck Stretch,Neck,gym,general fitness,3,12
Neck-SMR,Neck,gym,general fitness,3,12
Scapular Pull-Up,Traps,gym,general fitness,3,12
Single-leg depth squat,Quadriceps,home,general fitness,3,12
Squats - With Bands,Quadriceps,home,general fitness,3,12
Hip Flexion with Band,Quadriceps,home,general fitness,3,12
Forward Band Walk,Quadriceps,home,general fitness,3,12
Boss Everline Resistance-Band Pull Sprint,Quadriceps,home,general fitness,3,12
Banded jump squat,Quadriceps,home,general fitness,3,12
Speed Box Squat,Quadriceps,home,general fitness,3,12
HM Banded Squat Toe Tap,Quadriceps,home,general fitness,3,12
UP Band Abducted Squat,Quadriceps,home,general fitness,3,12
FYR2 Lateral Band Walk,Quadriceps,home,general fitness,3,12
FYR2 Banded Squat Hold-Pulse-Jump Complex,Quadriceps,home,general fitness,3,12
Band split squat,Quadriceps,home,general fitness,3,12
Band front squat,Quadriceps,home,general fitness,3,12
Squat hold with band pull-apart,Quadriceps,home,general fitness,3,12
Banded squat toe tap,Quadriceps,home,general fitness,3,12
Band overhead squat,Quadriceps,home,general fitness,3,12
Quadriceps SMR,Quadriceps,gym,general fitness,3,12
Clean from Blocks,Quadriceps,gym,general fitness,3,12
Barbell Full Squat,Quadriceps,gym,general fitness,3,12
Barbell back squat to box,Quadriceps,gym,general fitness,3,12
Push-press,Quadriceps,gym,general fitness,3,12
Power snatch-,Quadriceps,gym,general fitness,3,12
Hang Clean,Quadriceps,gym,general fitness,3,12
Barbell walking lunge,Quadriceps,gym,general fitness,3,12
Olympic Squat,Quadriceps,gym,general fitness,3,12
Narrow-stance squat,Quadriceps,gym,general fitness,3,12
Box Squat with Bands,Quadriceps,gym,general fitness,3,12
Weighted Jump Squat,Quadriceps,gym,general fitness,3,12
Squat with Chains,Quadriceps,gym,general fitness,3,12
Barbell Squat,Quadriceps,gym,general fitness,3,12
Barbell front squat,Quadriceps,gym,general fitness,3,12
Barbell forward lunge,Quadriceps,gym,general fitness,3,12
Smith machine box squat,Quadriceps,gym,general fitness,3,12
Barbell step-up,Quadriceps,gym,general fitness,3,12
Barbell Bulgarian split squat,Quadriceps,gym,general fitness,3,12
Hang Clean - Below the Knees,Quadriceps,gym,general fitness,3,12
Barbell hack squat,Quadriceps,gym,general fitness,3,12
Hack Squat,Quadriceps,gym,general fitness,3,12
Barbell thruster,Quadriceps,gym,general fitness,3,12
Split Jerk,Quadriceps,gym,general fitness,3,12
Push-jerk,Quadriceps,gym,general fitness,3,12
Barbell back squat,Quadriceps,gym,general fitness,3,12
Zercher squat,Quadriceps,gym,general fitness,3,12
Jefferson Squats,Quadriceps,gym,general fitness,3,12
Jerk Dip Squat,Quadriceps,gym,general fitness,3,12
Barbell side split squat,Quadriceps,gym,general fitness,3,12
Frankenstein Squat,Quadriceps,gym,general fitness,3,12
Barbell speed squat,Quadriceps,gym,general fitness,3,12
Single-arm side deadlift,Quadriceps,gym,general fitness,3,12
Barbell Squat To A Bench,Quadriceps,gym,general fitness,3,12
Clean Pull,Quadriceps,gym,general fitness,3,12
Front Barbell Squat To A Bench,Quadriceps,gym,general fitness,3,12
Barbell reverse lunge,Quadriceps,gym,general fitness,3,12
Split Clean,Quadriceps,gym,general fitness,3,12
Close-stance dumbbell front squat,Quadriceps,gym,general fitness,3,12
Front Squat (Clean Grip),Quadriceps,gym,general fitness,3,12
Barbell front squat to back squat,Quadriceps,gym,general fitness,3,12
Squat Jerk,Quadriceps,gym,general fitness,3,12
Barbell Front-To-Back Squat,Quadriceps,gym,general fitness,3,12
Box Squat with Chains,Quadriceps,gym,general fitness,3,12
Snatch from Blocks,Quadriceps,gym,general fitness,3,12
Power Snatch from Blocks,Quadriceps,gym,general fitness,3,12
Front Squat (Bodybuilder),Quadriceps,gym,general fitness,3,12
Barbell step-down reverse lunge,Quadriceps,gym,general fitness,3,12
Squat with Bands,Quadriceps,gym,general fitness,3,12
Heaving Snatch Balance,Quadriceps,gym,general fitness,3,12
Snatch Balance,Quadriceps,gym,general fitness,3,12
Reverse Band Power Squat,Quadriceps,gym,general fitness,3,12
Paul Carter Back Squat,Quadriceps,gym,general fitness,3,12
Paul Carter Barbell Split Squat,Quadriceps,gym,general fitness,3,12
TBS High-Bar Back Squat,Quadriceps,gym,general fitness,3,12
TBS Barbell Front Squat,Quadriceps,gym,general fitness,3,12
Squat - Gethin Variation,Quadriceps,gym,general fitness,3,12
Front-To-Back Barbell Squat,Quadriceps,gym,general fitness,3,12
Barbell Lunge - Gethin Variation,Quadriceps,gym,general fitness,3,12
Rack Deadlift - Gethin Variation,Quadriceps,gym,general fitness,3,12
Barbell Squat - Gethin Variation,Quadriceps,gym,general fitness,3,12
Barbell Good Morning - Gethin Variation,Quadriceps,gym,general fitness,3,12
AM Barbell Squat,Quadriceps,gym,general fitness,3,12
Plyometric Power Clean,Quadriceps,gym,general fitness,3,12
Banded Split Jerk,Quadriceps,gym,general fitness,3,12
UP Squat,Quadriceps,gym,general fitness,3,12
UN Barbell Back Squat,Quadriceps,gym,general fitness,3,12
UN Barbell Box Squat,Quadriceps,gym,general fitness,3,12
